PLAYER_NAME,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
Kevin Durant,2PT Field Goal,Mid-Range,18,-91,162,1
Kevin Durant,2PT Field Goal,Restricted Area,1,1,10,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),4,-33,31,0
Kevin Durant,2PT Field Goal,Mid-Range,15,67,141,0
Kevin Durant,3PT Field Goal,Above the Break 3,24,-18,247,0
Kevin Durant,2PT Field Goal,Mid-Range,17,-99,148,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,137,230,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),4,17,47,0
Kevin Durant,2PT Field Goal,Mid-Range,14,-140,24,0
Kevin Durant,2PT Field Goal,Mid-Range,15,56,147,0
Kevin Durant,2PT Field Goal,Mid-Range,20,6,206,0
Kevin Durant,2PT Field Goal,Mid-Range,13,134,31,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),7,-44,58,1
Kevin Durant,2PT Field Goal,Restricted Area,2,15,-17,0
Kevin Durant,3PT Field Goal,Above the Break 3,28,163,230,0
Kevin Durant,2PT Field Goal,Mid-Range,10,-107,-13,1
Kevin Durant,2PT Field Goal,Mid-Range,9,-91,27,1
Kevin Durant,3PT Field Goal,Above the Break 3,28,228,163,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),9,11,96,0
Kevin Durant,3PT Field Goal,Above the Break 3,27,-178,211,1
Kevin Durant,2PT Field Goal,Mid-Range,18,-85,165,1
Kevin Durant,2PT Field Goal,Mid-Range,13,-131,-8,0
Kevin Durant,2PT Field Goal,Restricted Area,0,-2,8,1
Kevin Durant,2PT Field Goal,Mid-Range,12,-129,15,1
Kevin Durant,2PT Field Goal,Mid-Range,15,-25,151,1
Kevin Durant,2PT Field Goal,Restricted Area,0,-5,2,1
Kevin Durant,3PT Field Goal,Above the Break 3,24,-132,211,0
Kevin Durant,3PT Field Goal,Right Corner 3,23,230,63,0
Kevin Durant,3PT Field Goal,Above the Break 3,24,-178,167,0
Kevin Durant,2PT Field Goal,Restricted Area,1,-11,-5,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),13,74,110,0
Kevin Durant,2PT Field Goal,Mid-Range,14,115,90,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),5,16,53,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,94,235,1
Kevin Durant,2PT Field Goal,Restricted Area,2,-23,5,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),12,28,118,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),4,44,4,1
Kevin Durant,2PT Field Goal,Restricted Area,0,0,7,1
Kevin Durant,2PT Field Goal,Mid-Range,13,131,17,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),12,-55,113,1
Kevin Durant,2PT Field Goal,Mid-Range,17,80,158,1
Kevin Durant,2PT Field Goal,Mid-Range,12,120,32,0
Kevin Durant,2PT Field Goal,Mid-Range,12,126,20,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,153,211,0
Kevin Durant,2PT Field Goal,Mid-Range,16,-104,130,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,-31,268,0
Kevin Durant,3PT Field Goal,Above the Break 3,24,229,91,0
Kevin Durant,2PT Field Goal,Mid-Range,16,126,100,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),11,4,113,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,-162,197,1
Kevin Durant,2PT Field Goal,Mid-Range,12,89,85,0
Kevin Durant,3PT Field Goal,Right Corner 3,22,223,1,1
Kevin Durant,3PT Field Goal,Right Corner 3,22,229,16,1
Kevin Durant,3PT Field Goal,Above the Break 3,26,72,260,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),11,-11,112,1
Kevin Durant,3PT Field Goal,Above the Break 3,26,96,251,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),9,12,99,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),4,-37,30,1
Kevin Durant,2PT Field Goal,Mid-Range,17,-147,87,1
Kevin Durant,2PT Field Goal,Restricted Area,3,-33,17,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,141,219,0
Kevin Durant,2PT Field Goal,Mid-Range,17,119,126,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),13,-33,126,0
Kevin Durant,2PT Field Goal,Restricted Area,1,-16,-1,1
Kevin Durant,3PT Field Goal,Above the Break 3,26,-11,262,0
Kevin Durant,2PT Field Goal,Mid-Range,16,81,146,0
Kevin Durant,2PT Field Goal,Restricted Area,0,-4,3,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,-72,245,0
Kevin Durant,2PT Field Goal,Mid-Range,15,36,147,1
Kevin Durant,2PT Field Goal,Mid-Range,16,-74,147,0
Kevin Durant,2PT Field Goal,Mid-Range,15,147,30,0
Kevin Durant,2PT Field Goal,Restricted Area,0,0,-6,1
Kevin Durant,2PT Field Goal,Restricted Area,0,-6,6,1
Kevin Durant,2PT Field Goal,Mid-Range,11,-114,37,1
Kevin Durant,2PT Field Goal,Mid-Range,19,115,152,1
Kevin Durant,2PT Field Goal,Mid-Range,15,60,145,0
Kevin Durant,2PT Field Goal,Mid-Range,17,-97,148,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),4,36,21,0
Kevin Durant,2PT Field Goal,Restricted Area,1,1,10,0
Kevin Durant,2PT Field Goal,Restricted Area,0,0,0,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),7,-61,49,0
Kevin Durant,2PT Field Goal,Mid-Range,21,-126,169,1
Kevin Durant,2PT Field Goal,Mid-Range,15,71,141,1
Kevin Durant,2PT Field Goal,Mid-Range,17,-168,27,1
Kevin Durant,2PT Field Goal,Mid-Range,15,-5,155,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),13,20,132,0
Kevin Durant,3PT Field Goal,Above the Break 3,25,136,212,0
Kevin Durant,2PT Field Goal,Mid-Range,21,-88,195,0
Kevin Durant,2PT Field Goal,Restricted Area,1,1,11,1
Kevin Durant,2PT Field Goal,Mid-Range,17,78,157,1
Kevin Durant,2PT Field Goal,Mid-Range,19,4,195,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),6,58,34,1
Kevin Durant,2PT Field Goal,Restricted Area,2,-11,26,1
Kevin Durant,2PT Field Goal,Mid-Range,14,-16,140,1
Kevin Durant,2PT Field Goal,Mid-Range,15,-39,150,0
Kevin Durant,2PT Field Goal,Mid-Range,17,-161,78,0
Kevin Durant,2PT Field Goal,Restricted Area,1,-11,15,1
Kevin Durant,2PT Field Goal,Restricted Area,0,1,6,1
Kevin Durant,2PT Field Goal,Restricted Area,1,9,16,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,-192,164,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),12,59,109,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),12,-76,96,0
Kevin Durant,2PT Field Goal,Mid-Range,14,102,99,0
Kevin Durant,2PT Field Goal,Mid-Range,17,123,118,0
Kevin Durant,2PT Field Goal,Restricted Area,0,4,8,1
Kevin Durant,2PT Field Goal,Restricted Area,0,1,2,1
Kevin Durant,2PT Field Goal,Mid-Range,22,-2,221,0
Kevin Durant,2PT Field Goal,Mid-Range,15,17,159,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),13,-56,123,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),11,47,107,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),11,16,115,0
Kevin Durant,2PT Field Goal,Mid-Range,15,-1,151,0
Kevin Durant,2PT Field Goal,Restricted Area,0,6,1,1
Kevin Durant,3PT Field Goal,Right Corner 3,22,223,8,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),13,48,121,1
Kevin Durant,2PT Field Goal,Restricted Area,2,-20,5,1
Kevin Durant,3PT Field Goal,Right Corner 3,22,225,21,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),7,-49,53,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),12,-5,126,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),4,38,16,1
Kevin Durant,3PT Field Goal,Above the Break 3,26,5,265,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,152,203,0
Kevin Durant,2PT Field Goal,Mid-Range,15,-50,142,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),4,-43,13,0
Kevin Durant,2PT Field Goal,Mid-Range,16,129,96,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),8,0,82,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,163,192,1
Kevin Durant,2PT Field Goal,Restricted Area,0,2,6,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),4,27,36,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),14,61,129,1
Kevin Durant,2PT Field Goal,Mid-Range,12,125,13,0
Kevin Durant,2PT Field Goal,Restricted Area,2,7,25,0
Kevin Durant,3PT Field Goal,Above the Break 3,25,-157,205,1
Kevin Durant,2PT Field Goal,Mid-Range,13,92,102,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,142,209,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),12,-1,120,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),9,-15,91,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),10,47,97,0
Kevin Durant,2PT Field Goal,Mid-Range,17,47,172,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),5,43,31,1
Kevin Durant,2PT Field Goal,Mid-Range,18,-118,143,0
Kevin Durant,3PT Field Goal,Above the Break 3,24,-138,204,0
Kevin Durant,2PT Field Goal,Mid-Range,13,-129,29,0
Kevin Durant,3PT Field Goal,Above the Break 3,27,180,210,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,-33,260,1
Kevin Durant,2PT Field Goal,Restricted Area,2,10,24,1
Kevin Durant,2PT Field Goal,Mid-Range,13,-81,108,0
Kevin Durant,2PT Field Goal,Restricted Area,3,32,8,1
Kevin Durant,3PT Field Goal,Above the Break 3,26,16,265,0
Kevin Durant,3PT Field Goal,Above the Break 3,27,92,256,0
Kevin Durant,2PT Field Goal,Mid-Range,17,-80,159,1
Kevin Durant,2PT Field Goal,Mid-Range,15,-64,146,1
Kevin Durant,3PT Field Goal,Above the Break 3,27,-203,185,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),5,-12,49,0
Kevin Durant,2PT Field Goal,Mid-Range,11,114,17,1
Kevin Durant,2PT Field Goal,Mid-Range,16,124,107,1
Kevin Durant,3PT Field Goal,Above the Break 3,26,120,232,1
Kevin Durant,3PT Field Goal,Left Corner 3,23,-230,18,0
Kevin Durant,2PT Field Goal,Mid-Range,14,6,147,1
Kevin Durant,3PT Field Goal,Right Corner 3,23,228,51,1
Kevin Durant,2PT Field Goal,Mid-Range,10,102,27,1
Kevin Durant,2PT Field Goal,Mid-Range,16,-100,129,1
Kevin Durant,2PT Field Goal,Mid-Range,13,-81,104,1
Kevin Durant,3PT Field Goal,Above the Break 3,26,-34,265,1
Kevin Durant,2PT Field Goal,Mid-Range,16,-125,113,0
Kevin Durant,2PT Field Goal,Mid-Range,13,81,110,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,47,256,1
Kevin Durant,2PT Field Goal,Mid-Range,12,91,79,1
Kevin Durant,2PT Field Goal,Mid-Range,15,-93,122,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),10,-51,88,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),8,-75,36,1
Kevin Durant,2PT Field Goal,Restricted Area,1,-2,16,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),7,21,74,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,69,251,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),8,23,84,1
Kevin Durant,2PT Field Goal,Restricted Area,1,-1,10,1
Kevin Durant,2PT Field Goal,Mid-Range,13,83,112,0
Kevin Durant,2PT Field Goal,Restricted Area,0,-4,7,1
Kevin Durant,2PT Field Goal,Mid-Range,15,-81,134,0
Kevin Durant,3PT Field Goal,Left Corner 3,23,-238,-23,1
Kevin Durant,2PT Field Goal,Restricted Area,1,13,5,1
Kevin Durant,2PT Field Goal,Mid-Range,13,81,103,0
Kevin Durant,2PT Field Goal,Mid-Range,16,6,168,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,88,239,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),10,-42,99,1
Kevin Durant,2PT Field Goal,Mid-Range,17,173,26,1
Kevin Durant,2PT Field Goal,Mid-Range,15,10,153,1
Kevin Durant,2PT Field Goal,Mid-Range,13,135,-1,0
Kevin Durant,3PT Field Goal,Above the Break 3,25,123,219,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,-76,239,0
Kevin Durant,2PT Field Goal,Restricted Area,0,2,4,1
Kevin Durant,2PT Field Goal,Mid-Range,15,94,127,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),12,42,119,0
Kevin Durant,2PT Field Goal,Mid-Range,11,-105,-44,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),10,-21,98,1
Kevin Durant,3PT Field Goal,Above the Break 3,27,-67,266,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),12,49,116,0
Kevin Durant,2PT Field Goal,Mid-Range,17,110,141,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),11,31,115,1
Kevin Durant,2PT Field Goal,Restricted Area,3,12,29,0
Kevin Durant,2PT Field Goal,Restricted Area,2,1,22,1
Kevin Durant,2PT Field Goal,Restricted Area,3,36,17,1
Kevin Durant,2PT Field Goal,Mid-Range,9,89,17,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),9,-36,85,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),11,-65,97,0
Kevin Durant,2PT Field Goal,Mid-Range,13,-137,-21,0
Kevin Durant,2PT Field Goal,Mid-Range,13,98,92,0
Kevin Durant,2PT Field Goal,Mid-Range,19,-191,29,1
Kevin Durant,2PT Field Goal,Mid-Range,15,87,131,0
Kevin Durant,2PT Field Goal,Restricted Area,0,-6,2,1
Kevin Durant,2PT Field Goal,Mid-Range,11,82,86,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),12,-28,125,1
Kevin Durant,2PT Field Goal,Mid-Range,17,-11,172,0
Kevin Durant,2PT Field Goal,Mid-Range,14,-4,143,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),7,-67,27,0
Kevin Durant,2PT Field Goal,Mid-Range,17,118,130,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),10,-4,109,1
Kevin Durant,3PT Field Goal,Above the Break 3,28,-45,278,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),4,34,27,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),14,77,123,1
Kevin Durant,2PT Field Goal,Restricted Area,3,-12,34,1
Kevin Durant,3PT Field Goal,Above the Break 3,28,-87,275,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),7,21,69,1
Kevin Durant,3PT Field Goal,Right Corner 3,23,228,65,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,169,205,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),8,18,82,1
Kevin Durant,3PT Field Goal,Above the Break 3,26,-2,262,1
Kevin Durant,3PT Field Goal,Above the Break 3,30,82,290,0
Kevin Durant,2PT Field Goal,Restricted Area,1,-2,13,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),5,44,26,0
Kevin Durant,3PT Field Goal,Above the Break 3,25,-180,178,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),8,23,84,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),4,-39,20,0
Kevin Durant,3PT Field Goal,Above the Break 3,25,132,222,0
Kevin Durant,2PT Field Goal,Mid-Range,17,123,126,1
Kevin Durant,3PT Field Goal,Above the Break 3,27,-119,248,0
Kevin Durant,2PT Field Goal,Mid-Range,14,113,92,0
Kevin Durant,2PT Field Goal,Mid-Range,16,-71,149,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,-195,168,1
Kevin Durant,2PT Field Goal,Restricted Area,1,-5,10,1
Kevin Durant,3PT Field Goal,Above the Break 3,26,189,192,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),4,13,38,1
Kevin Durant,3PT Field Goal,Above the Break 3,27,6,279,0
Kevin Durant,2PT Field Goal,Mid-Range,18,-181,13,0
Kevin Durant,3PT Field Goal,Above the Break 3,27,-137,242,0
Kevin Durant,3PT Field Goal,Left Corner 3,23,-227,47,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),5,-36,43,1
Kevin Durant,3PT Field Goal,Left Corner 3,22,-225,-10,1
Kevin Durant,2PT Field Goal,Restricted Area,1,0,10,1
Kevin Durant,2PT Field Goal,Mid-Range,14,-91,114,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),8,-58,60,0
Kevin Durant,2PT Field Goal,Mid-Range,18,-97,154,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),14,77,117,0
Kevin Durant,2PT Field Goal,Mid-Range,15,26,155,1
Kevin Durant,2PT Field Goal,Mid-Range,10,-92,42,0
Kevin Durant,2PT Field Goal,Restricted Area,2,-17,12,1
Kevin Durant,3PT Field Goal,Right Corner 3,22,223,39,1
Kevin Durant,2PT Field Goal,Mid-Range,16,87,138,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),11,-64,101,0
Kevin Durant,2PT Field Goal,Mid-Range,16,1,169,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),10,-13,104,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),5,21,48,0
Kevin Durant,3PT Field Goal,Above the Break 3,24,-121,218,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,-71,245,0
Kevin Durant,2PT Field Goal,Mid-Range,17,116,129,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),10,-55,86,0
Kevin Durant,3PT Field Goal,Above the Break 3,25,-143,210,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,-94,250,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),12,51,109,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,202,171,0
Kevin Durant,2PT Field Goal,Restricted Area,0,-7,1,1
Kevin Durant,3PT Field Goal,Above the Break 3,28,150,248,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,233,115,0
Kevin Durant,3PT Field Goal,Above the Break 3,25,223,132,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),10,-78,68,0
Kevin Durant,3PT Field Goal,Above the Break 3,25,94,237,0
Kevin Durant,2PT Field Goal,Mid-Range,14,141,48,1
Kevin Durant,2PT Field Goal,Mid-Range,15,-36,155,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),6,-4,61,1
Kevin Durant,3PT Field Goal,Above the Break 3,24,147,190,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),10,28,96,1
Kevin Durant,3PT Field Goal,Left Corner 3,23,-223,68,0
Kevin Durant,3PT Field Goal,Above the Break 3,25,146,205,1
Kevin Durant,3PT Field Goal,Left Corner 3,23,-229,53,0
Kevin Durant,3PT Field Goal,Left Corner 3,23,-232,4,1
Kevin Durant,2PT Field Goal,Mid-Range,17,-61,160,1
Kevin Durant,2PT Field Goal,Mid-Range,15,151,1,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,-26,253,0
Kevin Durant,2PT Field Goal,Mid-Range,16,123,106,1
Kevin Durant,2PT Field Goal,Mid-Range,18,-94,159,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),13,-6,133,1
Kevin Durant,2PT Field Goal,Mid-Range,19,-119,159,0
Kevin Durant,3PT Field Goal,Above the Break 3,25,54,251,1
Kevin Durant,2PT Field Goal,Mid-Range,9,92,7,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),8,-44,75,0
Kevin Durant,2PT Field Goal,Restricted Area,0,-2,-5,1
Kevin Durant,2PT Field Goal,Restricted Area,0,4,4,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),10,-66,85,0
Kevin Durant,2PT Field Goal,Restricted Area,2,-1,23,1
Kevin Durant,2PT Field Goal,Restricted Area,1,-12,0,1
Kevin Durant,2PT Field Goal,Restricted Area,0,0,-3,1
Kevin Durant,2PT Field Goal,Restricted Area,1,-11,12,1
Kevin Durant,3PT Field Goal,Above the Break 3,26,77,249,1
Kevin Durant,3PT Field Goal,Left Corner 3,23,-233,2,1
Kevin Durant,3PT Field Goal,Above the Break 3,26,69,260,0
Kevin Durant,2PT Field Goal,Restricted Area,2,-26,13,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),14,74,129,1
Kevin Durant,3PT Field Goal,Above the Break 3,24,-173,171,1
Kevin Durant,2PT Field Goal,Mid-Range,17,39,171,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,-6,251,0
Kevin Durant,2PT Field Goal,Mid-Range,17,33,172,0
Kevin Durant,2PT Field Goal,Mid-Range,10,-108,19,1
Kevin Durant,2PT Field Goal,Mid-Range,20,153,135,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),11,-13,114,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),11,61,100,1
Kevin Durant,2PT Field Goal,Mid-Range,10,-97,26,1
Kevin Durant,3PT Field Goal,Above the Break 3,27,138,234,0
Kevin Durant,3PT Field Goal,Above the Break 3,25,-208,143,1
Kevin Durant,2PT Field Goal,Mid-Range,18,21,184,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),15,72,138,0
Kevin Durant,3PT Field Goal,Above the Break 3,25,2,257,0
Kevin Durant,2PT Field Goal,Mid-Range,14,86,117,1
Kevin Durant,3PT Field Goal,Above the Break 3,28,161,235,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,-162,210,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),8,-1,87,1
Kevin Durant,2PT Field Goal,Restricted Area,3,1,34,1
Kevin Durant,3PT Field Goal,Above the Break 3,27,-165,215,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,-100,243,0
Kevin Durant,2PT Field Goal,Mid-Range,15,158,-4,0
Kevin Durant,3PT Field Goal,Above the Break 3,25,-136,221,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),6,2,63,0
Kevin Durant,2PT Field Goal,Mid-Range,15,-22,155,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),12,13,125,0
Kevin Durant,2PT Field Goal,Mid-Range,13,-118,62,0
Kevin Durant,3PT Field Goal,Left Corner 3,24,-240,-6,1
Kevin Durant,3PT Field Goal,Above the Break 3,27,210,175,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,25,258,1
Kevin Durant,3PT Field Goal,Above the Break 3,27,-18,270,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),12,53,117,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),13,-51,128,1
Kevin Durant,2PT Field Goal,Mid-Range,19,127,153,1
Kevin Durant,3PT Field Goal,Above the Break 3,26,120,239,1
Kevin Durant,2PT Field Goal,Mid-Range,14,141,47,1
Kevin Durant,2PT Field Goal,Mid-Range,13,138,22,1
Kevin Durant,2PT Field Goal,Restricted Area,1,1,11,1
Kevin Durant,3PT Field Goal,Above the Break 3,26,-165,212,1
Kevin Durant,3PT Field Goal,Above the Break 3,28,-6,280,0
Kevin Durant,3PT Field Goal,Above the Break 3,27,120,246,0
Kevin Durant,3PT Field Goal,Above the Break 3,27,22,273,1
Kevin Durant,2PT Field Goal,Mid-Range,17,-105,139,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,195,159,0
Kevin Durant,3PT Field Goal,Above the Break 3,25,-99,235,0
Kevin Durant,2PT Field Goal,Restricted Area,2,20,17,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),10,-78,75,0
Kevin Durant,2PT Field Goal,Mid-Range,17,83,153,1
Kevin Durant,3PT Field Goal,Right Corner 3,22,225,4,0
Kevin Durant,3PT Field Goal,Above the Break 3,25,-192,169,0
Kevin Durant,2PT Field Goal,Restricted Area,2,27,0,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),7,-77,21,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),9,-72,67,0
Kevin Durant,3PT Field Goal,Left Corner 3,24,-245,-5,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),15,67,136,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),13,-51,121,1
Kevin Durant,2PT Field Goal,Mid-Range,11,-103,61,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),9,-43,87,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),9,-48,85,0
Kevin Durant,2PT Field Goal,Mid-Range,11,-98,59,0
Kevin Durant,3PT Field Goal,Left Corner 3,22,-228,11,1
Kevin Durant,2PT Field Goal,Mid-Range,17,-175,20,1
Kevin Durant,2PT Field Goal,Mid-Range,15,16,158,1
Kevin Durant,2PT Field Goal,Mid-Range,14,131,58,1
Kevin Durant,3PT Field Goal,Above the Break 3,24,125,215,1
Kevin Durant,2PT Field Goal,Restricted Area,2,-15,22,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),11,-59,104,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,183,190,0
Kevin Durant,2PT Field Goal,Mid-Range,21,-1,211,1
Kevin Durant,2PT Field Goal,Mid-Range,17,-48,167,1
Kevin Durant,2PT Field Goal,Mid-Range,14,-36,144,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,-47,249,0
Kevin Durant,2PT Field Goal,Mid-Range,18,-165,77,0
Kevin Durant,2PT Field Goal,Mid-Range,16,-146,72,1
Kevin Durant,2PT Field Goal,Mid-Range,19,50,192,1
Kevin Durant,2PT Field Goal,Mid-Range,14,147,-15,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,33,260,1
Kevin Durant,2PT Field Goal,Mid-Range,19,113,155,1
Kevin Durant,3PT Field Goal,Above the Break 3,28,-29,281,0
Kevin Durant,2PT Field Goal,Mid-Range,14,-115,88,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,130,235,0
Kevin Durant,2PT Field Goal,Mid-Range,15,-2,157,1
Kevin Durant,2PT Field Goal,Mid-Range,14,-146,18,1
Kevin Durant,2PT Field Goal,Mid-Range,20,-114,168,0
Kevin Durant,3PT Field Goal,Above the Break 3,26,152,218,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),12,70,105,1
Kevin Durant,2PT Field Goal,Mid-Range,13,-96,92,0
Kevin Durant,2PT Field Goal,Mid-Range,12,-98,79,1
Kevin Durant,2PT Field Goal,Restricted Area,3,14,36,0
Kevin Durant,2PT Field Goal,Mid-Range,15,107,106,1
Kevin Durant,2PT Field Goal,Mid-Range,13,-134,13,1
Kevin Durant,2PT Field Goal,Mid-Range,16,-154,45,0
Kevin Durant,3PT Field Goal,Right Corner 3,24,240,15,0
Kevin Durant,3PT Field Goal,Right Corner 3,24,244,19,1
Kevin Durant,3PT Field Goal,Left Corner 3,22,-225,-10,1
Kevin Durant,2PT Field Goal,Mid-Range,16,157,52,0
Kevin Durant,3PT Field Goal,Above the Break 3,27,91,261,0
Kevin Durant,3PT Field Goal,Above the Break 3,24,6,246,1
Kevin Durant,2PT Field Goal,Mid-Range,16,161,-1,1
Kevin Durant,2PT Field Goal,Mid-Range,21,65,200,1
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),7,-62,47,1
Kevin Durant,3PT Field Goal,Above the Break 3,25,9,256,0
Kevin Durant,2PT Field Goal,In The Paint (Non-RA),9,-51,84,0
